"SITE"	"NAME"	"LAT"	"LON"	"SPECIES"	"ELE"	"CATEGORY"	"RWL"	"RESPONSIBLE"	"NO_TREES"	"FIRST_YEAR"	"LAST_YEAR"	"AGE"	"TREE_TYPE"	"CWB"
"M000054QURO"	"karl1_2013"	49.9112553	14.1379197	"QUsp"	"310"	"moderate"	"karl1_2013.rwl"	"NULL"	14	1854	2011	158	"Broadleaf"	-4.36746074915553
"M000055QUPE"	"karl2_2013"	49.9462703	14.2477964	"QUsp"	"305"	"moderate"	"karl2_2013.rwl"	"NULL"	17	1807	2011	205	"Broadleaf"	-4.20921139332155
"M000056QUSP"	"karl3_2013"	50.0065086	14.1667522	"QUsp"	"350"	"moderate"	"karl3_2013.rwl"	"NULL"	19	1837	2011	175	"Broadleaf"	-6.14500322838624
"M000057QUPE"	"karl4_2013"	50.0063733	14.1347133	"QUsp"	"320"	"rich"	"karl4_2013.rwl"	"NULL"	19	1851	2011	161	"Broadleaf"	-5.96230930245171
"M000058QUPE"	"olsan_2020"	49.2413753	16.85245	"QUsp"	"460"	"acid"	"olsan_2020.rwl"	"NULL"	10	1850	2020	171	"Broadleaf"	-1.79935825953881
"M000060QUSP"	"vlasim_2012"	49.6849414	14.9287336	"QUsp"	"490"	"moderate"	"vlasim_2012.rwl"	"NULL"	23	1916	2019	104	"Broadleaf"	4.14443930393706
"M000071FASY"	"rajec_bk_2010"	49.4666667	16.6833333	"FASY"	"630"	"moderate"	"rajec_bk_2010.rwl"	"NULL"	17	1888	2010	123	"Broadleaf"	4.8019144028301
"M000073QUPE"	"utech2_2009"	49.2815869	16.6298396	"QUsp"	"460"	"moderate"	"utech2_2009.rwl"	"NULL"	49	1880	2010	131	"Broadleaf"	-1.51104446504886
"M000074QUPE"	"utech3_2009"	49.278455	16.6253261	"QUsp"	"430"	"moderate"	"utech3_2009.rwl"	"NULL"	44	1886	2010	125	"Broadleaf"	-2.14710068850778
"M000075QUPE"	"utech4_2009"	49.2848997	16.6237917	"QUsp"	"440"	"moderate"	"utech4_2009.rwl"	"NULL"	35	1884	2011	128	"Broadleaf"	-1.51104446504886
"M000094PCAB"	"krkonose0_2014"	50.6621389	15.5746389	"PCAB"	"918"	"acid"	"krkonose0_2014.rwl"	"NULL"	25	1872	2010	139	"Conifer"	43.077907242775
"M000095PCAB"	"krkonose1_2014"	50.7881944	15.4587222	"PCAB"	"1009"	"acid"	"krkonose1_2014.rwl"	"NULL"	23	1946	2010	65	"Conifer"	69.5411924668153
"M000096PCAB"	"krkonose2_2014"	50.7988889	15.4647222	"PCAB"	"1185"	"moist"	"krkonose2_2014.rwl"	"NULL"	22	1784	2011	228	"Conifer"	72.0827135418604
"M000097PCAB"	"krkonose3_2014"	50.7594444	15.5208333	"PCAB"	"1192"	"moist"	"krkonose3_2014.rwl"	"NULL"	17	1837	2011	175	"Conifer"	70.6808322226505
"M000098PCAB"	"krkonose4_2014"	50.7203548	15.7070058	"PCAB"	"1237"	"extreme"	"krkonose4_2014.rwl"	"NULL"	17	1847	2011	165	"Conifer"	66.3329279421767
"M000099PCAB"	"krkonose5_2014"	50.7203052	15.7069509	"PCAB"	"1317"	"extreme"	"krkonose5_2014.rwl"	"NULL"	19	1814	2011	198	"Conifer"	66.3329279421767
"M000100QUSP"	"such_n_o_2014"	49.6403642	17.9530939	"QUsp"	"250"	"moist"	"suchd_n_o_2014.rwl"	"NULL"	16	1826	2014	189	"Broadleaf"	7.90982369647051
"M000101QUSP"	"trebon_2011"	48.93741	14.8720222	"QUsp"	"450"	"moist"	"trebon_2011.rwl"	"NULL"	49	1750	2011	262	"Broadleaf"	4.69010987848043
"M000102PCAB"	"bl_karpat_sm_2017"	49.0822338	18.0789647	"PCAB"	"800"	"moderate"	"bl_karpat_sm_2017.rwl"	"NULL"	22	1911	2013	103	"Conifer"	21.5297768232475
"M000103FASY"	"bl_karpat_bk_2017"	49.0823043	18.0789432	"FASY"	"800"	"moderate"	"bl_karpat_bk_2017.rwl"	"NULL"	21	1919	2013	95	"Broadleaf"	21.5297768232475
"M000105FASY"	"beskyd_bk_2017"	49.6795189	18.7919663	"FASY"	"950"	"acid"	"beskyd_bk_2017.rwl"	"NULL"	15	1893	2014	122	"Broadleaf"	45.9986140054092
"M000106FASY"	"oder_vrch_bk_2017"	49.6207533	17.518799	"FASY"	"647"	"moderate"	"oder_vrch_bk_2017.rwl"	"NULL"	19	1912	2014	103	"Broadleaf"	13.8385336092114
"M000107FASY"	"drah_bk_2017"	49.2815948	16.629859	"FASY"	"450"	"moderate"	"drah_bk_2017.rwl"	"NULL"	35	1943	2013	71	"Broadleaf"	-1.51104446504886
"M000108PCAB"	"jizerky_sm_2020"	50.7899	15.24944	"PCAB"	"750"	"moderate"	"jizerky_sm_2020.rwl"	"NULL"	17	1870	2017	148	"Conifer"	64.8541935392345
"M000109FASY"	"jizerky_bk_2020"	50.79057	15.25006	"FASY"	"750"	"moderate"	"jizerky_bk_2020.rwl"	"NULL"	17	1856	2017	162	"Broadleaf"	64.8541935392345
"M000110ABAL"	"jizerky_jd_2020"	50.79067	15.2507	"ABAL"	"750"	"moderate"	"jizerky_jd_2020.rwl"	"NULL"	18	1831	2020	190	"Conifer"	64.8541935392345
"M000111PCAB"	"orl_sm_2020"	50.3101322	16.4157081	"PCAB"	"865"	"acid"	"orl_sm_2020.rwl"	"NULL"	18	1833	2017	185	"Conifer"	60.3904726196329
"M000112FASY"	"orl_bk_2020"	50.3101541	16.4156509	"FASY"	"865"	"acid"	"orl_bk_2020.rwl"	"NULL"	16	1829	2017	189	"Broadleaf"	60.3904726196329
"M000113ABAL"	"orl_jd_2020"	50.3102104	16.4156819	"ABAL"	"865"	"acid"	"orl_jd_2020.rwl"	"NULL"	15	1832	2017	186	"Conifer"	60.3904726196329
"M000114PCAB"	"vysoc_sm_2020"	49.5276054	15.5996424	"PCAB"	"600"	"moderate"	"vysoc_sm_2020.rwl"	"NULL"	18	1918	2017	100	"Conifer"	9.62273762971163
"M000115FASY"	"vysoc_bk_2020"	49.5276517	15.5996298	"FASY"	"600"	"moderate"	"vysoc_bk_2020.rwl"	"NULL"	18	1897	2017	121	"Broadleaf"	9.62273762971163
"M000116ABAL"	"vysoc_jd_2020"	49.5276168	15.5996557	"ABAL"	"600"	"moderate"	"vysoc_jd_2020.rwl"	"NULL"	15	1920	2017	98	"Conifer"	9.62273762971163
"M000117PCAB"	"besk_sm_2020"	49.4441882	18.3806973	"PCAB"	"900"	"moderate"	"besk_sm_2020.rwl"	"NULL"	17	1883	2018	136	"Conifer"	51.0917065779865
"M000118FASY"	"besk_bk_2020"	49.4441592	18.3806886	"FASY"	"900"	"moderate"	"besk_bk_2020.rwl"	"NULL"	17	1923	2018	96	"Broadleaf"	51.0917065779865
"M000119ABAL"	"besk_jd_2020"	49.4441132	18.3806546	"ABAL"	"900"	"moderate"	"besk_jd_2020.rwl"	"NULL"	14	1843	2018	176	"Conifer"	51.0917065779865
"M000120PCAB"	"novohrad_sm_2020"	48.72469	14.73769	"PCAB"	"850"	"acid"	"novohrad_sm_2020.rwl"	"NULL"	17	1890	2017	128	"Conifer"	23.3587970234702
"M000121FASY"	"novohrad_bk_2020"	48.72246	14.73901	"FASY"	"900"	"extreme"	"novohrad_bk_2020.rwl"	"NULL"	17	1849	2017	169	"Broadleaf"	23.3587970234702
"M000122ABAL"	"novohrad_jd_2020"	48.72481	14.73666	"ABAL"	"855"	"acid"	"novohrad_jd_2020.rwl"	"NULL"	16	1835	2017	183	"Conifer"	23.3587970234702
"M000126PCAB"	"krusne_hory1_2018"	50.5563889	13.2533333	"PCAB"	"775"	"moist"	"krusne_hory1_2018.rwl"	"NULL"	14	1933	2017	85	"Conifer"	26.989854516983
"M000127PCAB"	"krusne_hory2_2019"	50.68	13.57	"PCAB"	"860"	"moist"	"krusne_hory2_2018.rwl"	"NULL"	15	1959	2017	59	"Conifer"	40.7518524431189
"M000128PCAB"	"krusne_hory3_2020"	50.4980556	13.1222222	"PCAB"	"786"	"acid"	"krusne_hory3_2018.rwl"	"NULL"	12	1912	2017	106	"Conifer"	26.8080955602725
"M000129PCAB"	"krusne_hory4_2021"	50.4691667	13.065	"PCAB"	"768"	"acid"	"krusne_hory4_2018.rwl"	"NULL"	11	1954	2017	64	"Conifer"	28.647679917564
"M000131ABAL"	"klepacov_abal"	49.3453666	16.6704134	"ABAL"	"395"	"moderate"	"klepacov_abal.rwl"	"NULL"	13	1872	2020	149	"Conifer"	0.195591132690509
"M000132PISY"	"klepacov_pisy"	49.3454226	16.6703656	"PISY"	"395"	"moderate"	"klepacov_pisy.rwl"	"NULL"	16	1869	2019	151	"Conifer"	0.195591132690509
"M000133QUSP"	"stradovske_peklo_qusp"	49.8649961	15.8162181	"QUsp"	"385"	"acid"	"stradovske_peklo_qusp.rwl"	"NULL"	12	1712	2021	310	"Broadleaf"	10.1709738432864
"M000135ABAL"	"ricmanice"	49.2566786	16.7025794	"ABAL"	"325"	"moderate"	"ricmanice_abal.rwl"	"NULL"	13	1917	2020	104	"Conifer"	-2.68090950378527
"M000136ABAL"	"potstat"	49.6242092	17.6695447	"ABAL"	"525"	"moderate"	"potstat.rwl"	"NULL"	15	1870	2020	151	"Conifer"	13.8479984126737
"M000137PCAB"	"milovske_pernicky_pcab"	49.6928378	16.087885	"PCAB"	"675"	"extreme"	"milov_pernicky.rwl"	"NULL"	19	1938	2021	84	"Conifer"	18.7815973770122
"M000138ABAL"	"bila_voda_abal"	49.4010952	16.7808947	"ABAL"	"490"	"rich"	"bila_voda_abal.rwl"	"NULL"	13	1856	2021	166	"Conifer"	3.3295290147389
"M000139PISY"	"bila_voda_pisy"	49.4011305	16.7809622	"PISY"	"490"	"rich"	"bila_voda_pisy.rwl"	"NULL"	14	1868	2021	154	"Conifer"	3.3295290147389
"M000140PCAB"	"udl_pcab_stary"	50.224065	16.500963	"PCAB"	"939,725586"	"extreme"	"udl_pcab_stary.rwl"	"NULL"	13	1926	2022	97	"Conifer"	49.976234699289
"M000146PCAB"	"jez_pcab_stary"	50.561268	13.459708	"PCAB"	"833,77887"	"acid"	"jez_pcab_stary.rwl"	"NULL"	11	1960	2022	63	"Conifer"	23.1303914876282
"M000148FASY"	"jez_fasy"	50.552717	13.474455	"FASY"	"677,122803"	"acid"	"jez_fasy.rwl"	"NULL"	10	1892	2022	131	"Broadleaf"	19.3860489906371
"M000149PCAB"	"lys_pcab_stare"	50.03445	12.669095	"PCAB"	"831,886902"	"moist"	"lys_pcab_stare.rwl"	"NULL"	10	1927	2022	96	"Conifer"	24.1409403655926
"M000151FASY"	"lys_fasy"	50.003611	12.661703	"FASY"	"784,801941"	"moderate"	"lys_fasy.rwl"	"NULL"	10	1851	2022	172	"Broadleaf"	20.7653616756573
"M000152FASY"	"liz_fasy"	49.065968	13.675519	"FASY"	"892,428101"	"moist"	"liz_fasy.rwl"	"NULL"	13	1898	2022	125	"Broadleaf"	35.7282435594499
"M000153PCAB"	"liz_pcab_stary"	49.062102	13.677364	"PCAB"	"908,503662"	"acid"	"liz_pcab_stary.rwl"	"NULL"	12	1916	2022	107	"Conifer"	35.7282435594499
"M000154PCAB"	"liz_pcab_mlady"	49.059613	13.667558	"PCAB"	"1000,940247"	"acid"	"liz_pcab_mlady.rwl"	"NULL"	15	1947	2022	76	"Conifer"	38.7777316584438
"M000157PCAB"	"voderad_pcab_stary"	49.96815	14.765933	"PCAB"	"450,972412"	"moist"	"voderad_pcab_stary.rwl"	"NULL"	13	1899	2022	124	"Conifer"	3.79035499868934
"M000159PCAB"	"pom_pcab_stary"	49.790518	15.750744	"PCAB"	"574"	"moist"	"pom_pcab_stary.rwl"	"NULL"	13	1943	2022	80	"Conifer"	16.1750352219741
"M000161FASY"	"lkv_fasy"	49.634565	15.339256	"FASY"	"506,077972"	"acid"	"lkv_fasy.rwl"	"NULL"	10	1920	2022	103	"Broadleaf"	10.3897190459693
"M000162PCAB"	"lkv_pcab_stary"	49.635799	15.337754	"PCAB"	"516,758911"	"moderate"	"lkv_pcab_stary.rwl"	"NULL"	15	1911	2022	112	"Conifer"	10.3897190459693
"M000166PCAB"	"uhl_pcab_stary"	50.831246	15.157976	"PCAB"	"842"	"acid"	"uhl_pcab_stary.rwl"	"NULL"	12	1930	2022	93	"Conifer"	57.0717593066394
"M000168FASY"	"cer_fasy"	49.444986	18.399715	"FASY"	"782,348999"	"moderate"	"cer_fasy.rwl"	"NULL"	14	1928	2022	95	"Broadleaf"	49.7536732680599
"M000169PCAB"	"cer_pcab_stary"	49.444582	18.399125	"PCAB"	"799,409485"	"moderate"	"cer_pcab_stary.rwl"	"NULL"	12	1933	2022	90	"Conifer"	49.7536732680599
"M003801QURO"	"Valtice"	48.7919092	16.8525125	"QUsp"	"178"	"moist"	"LDF_QURO1.rwl"	"martin.senfeldr@mendelu.cz"	21	1893	2019	127	"Broadleaf"	-11.9143614233161
"M003802QURO"	"Valtice"	48.7976681	16.8621292	"QUsp"	"185"	"moist"	"LDF_QURO2.rwl"	"martin.senfeldr@mendelu.cz"	22	1860	2019	160	"Broadleaf"	-11.7812022855802
"M003803QURO"	"Soutok"	48.6747225	16.9655967	"QUsp"	"159"	"moist"	"LDF_QURO3.rwl"	"martin.senfeldr@mendelu.cz"	17	1885	2020	136	"Broadleaf"	-9.88691896411978
"M003804QURO"	"Tvrdonice"	48.7529858	17.034405	"QUsp"	"165"	"moist"	"LDF_QURO4.rwl"	"martin.senfeldr@mendelu.cz"	20	1873	2020	148	"Broadleaf"	-9.67111057179631
"M003807QUPE"	"M.Krumlov_"	49.0327981	16.3648625	"QUsp"	"347"	"moderate"	"LDF_QUPE1.rwl"	"martin.senfeldr@mendelu.cz"	20	1886	2020	135	"Broadleaf"	-9.0614345600456
"M003808QUPE"	"PodyjĂ­"	48.8251583	16.0030414	"QUsp"	"355"	"acid"	"LDF_QUPE2.rwl"	"martin.senfeldr@mendelu.cz"	49	1876	2018	143	"Broadleaf"	-9.88119391653376
"M003809QUPE"	"PouzdĹ™any"	48.9486286	16.6443872	"QUsp"	"305"	"extreme"	"LDF_QUPE3.rwl"	"martin.senfeldr@mendelu.cz"	23	1871	2019	149	"Broadleaf"	-10.6056224983931
"M003811PCAB"	"ZlĂ­nsko"	49.2044075	17.6576769	"PCAB"	"384"	"moderate"	"LDF_PCAB1.rwl"	"martin.senfeldr@mendelu.cz"	15	1927	2019	93	"Conifer"	6.58472882074925
"M003813PCAB"	"Janovice"	49.9419151	17.2373211	"PCAB"	"657"	"moderate"	"LDF_PCAB3.rwl"	"martin.senfeldr@mendelu.cz"	17	1921	2022	102	"Conifer"	21.4222912712644
"M003814ABAL"	"Janovice"	49.9419201	17.2373455	"ABAL"	"657"	"moderate"	"LDF_ABAL1.rwl"	"martin.senfeldr@mendelu.cz"	17	1902	2022	121	"Conifer"	21.4222912712644
"P000001PCAB"	"KRK_134"	50.6817618	15.5772279	"PCAB"	"660"	"moderate"	"134.rwl"	"tumajerj@tur.cuni.cz"	25	1887	2020	134	"Conifer"	50.2340367424488
"P000002PCAB"	"KRK_171"	50.7177902	15.6074929	"PCAB"	"800"	"acid"	"171.rwl"	"tumajerj@tur.cuni.cz"	20	1892	2020	129	"Conifer"	60.9118000846853
"P000003PCAB"	"KRK_180"	50.7268807	15.6211444	"PCAB"	"880"	"acid"	"180.rwl"	"tumajerj@tur.cuni.cz"	20	1911	2020	110	"Conifer"	63.6510415515987
"P000004PCAB"	"KRK_224"	50.7716975	15.6073669	"PCAB"	"1240"	"moist"	"224.rwl"	"tumajerj@tur.cuni.cz"	26	1893	2020	128	"Conifer"	71.4390629784266
"P000005PCAB"	"KRK_307"	50.6806069	15.8040511	"PCAB"	"690"	"acid"	"307.rwl"	"tumajerj@tur.cuni.cz"	24	1856	2020	165	"Conifer"	49.95698536098
"P000006PCAB"	"KRK_316"	50.6855881	15.7655038	"PCAB"	"850"	"acid"	"316.rwl"	"tumajerj@tur.cuni.cz"	25	1904	2020	117	"Conifer"	56.5873938117425
"P000007PCAB"	"KRK_319"	50.6892703	15.8053756	"PCAB"	"710"	"acid"	"319.rwl"	"tumajerj@tur.cuni.cz"	25	1885	2020	136	"Conifer"	51.3142474345366
"P000008PCAB"	"KRK_337"	50.6994747	15.7489445	"PCAB"	"1010"	"acid"	"337.rwl"	"tumajerj@tur.cuni.cz"	23	1948	2020	73	"Conifer"	59.3303133771569
"P000009PCAB"	"KRK_350"	50.7072008	15.7572789	"PCAB"	"1200"	"acid"	"350.rwl"	"tumajerj@tur.cuni.cz"	23	1907	2020	114	"Conifer"	59.2741170708835
"P000010QURO"	"HOU"	50.192	16.089	"QUsp"	"275"	"acid"	"HOU.rwl"	"tumajerj@tur.cuni.cz"	22	1882	2015	134	"Broadleaf"	1.8514926930517
"P000011QURO"	"MYS"	50.393	14.073	"QUsp"	"225"	"moderate"	"MYS.rwl"	"tumajerj@tur.cuni.cz"	28	1831	2015	185	"Broadleaf"	-10.4259713309964
"P000012QURO"	"ROU1"	50.431	14.278	"QUsp"	"160"	"moist"	"ROU1.rwl"	"tumajerj@tur.cuni.cz"	24	1916	2015	100	"Broadleaf"	-9.44006419017911
"P000013QURO"	"ROU2"	50.447	14.293	"QUsp"	"160"	"moist"	"ROU2.rwl"	"tumajerj@tur.cuni.cz"	27	1823	2015	193	"Broadleaf"	-9.16057226791978
"P000014QURO"	"UPO"	50.336	14.483	"QUsp"	"170"	"moist"	"UPO.rwl"	"tumajerj@tur.cuni.cz"	23	1856	2013	158	"Broadleaf"	-9.28671388811121
"P000015QURO"	"ZAL"	50.467	14.327	"QUsp"	"160"	"moist"	"ZAL.rwl"	"tumajerj@tur.cuni.cz"	24	1900	2015	116	"Broadleaf"	-7.7377499493584
"P000016QURO"	"ZBY"	50.295	16.063	"QUsp"	"225"	"moist"	"ZBY.rwl"	"tumajerj@tur.cuni.cz"	22	1777	2013	237	"Broadleaf"	-0.745699074269893
"P000017QURO"	"ZER"	50.093	15.94	"QUsp"	"277"	"moderate"	"ZER.rwl"	"tumajerj@tur.cuni.cz"	29	1796	2016	221	"Broadleaf"	0.794585388097912
"P000018QURO"	"Mochov"	50.2660492	16.0463189	"QUsp"	"252"	"moist"	"MOC.rwl"	"jan.tumajer@natur.cuni.cz"	19	1877	2014	138	"Broadleaf"	-2.10625004595146
"P000101PISY"	"01SS"	50.583154	14.432447	"PISY"	"388,794374"	"acid"	"01SS.rwl"	"jiri.masek@natur.cuni.cz"	26	1862	2019	158	"Conifer"	2.27349972118934
"P000102PISY"	"02PL"	50.583294	14.43426	"PISY"	"411,010315"	"acid"	"02PL.rwl"	"jiri.masek@natur.cuni.cz"	27	1852	2019	168	"Conifer"	2.27349972118934
"P000103PISY"	"03JS"	50.580903	14.436868	"PISY"	"373,557273"	"moist"	"03JS.rwl"	"jiri.masek@natur.cuni.cz"	26	1836	2020	185	"Conifer"	2.27349972118934
"P000104PISY"	"04PL"	50.569243	14.440444	"PISY"	"383,856775"	"acid"	"04PL.rwl"	"jiri.masek@natur.cuni.cz"	26	1852	2020	169	"Conifer"	1.77102782686551
"P000105PISY"	"05PL"	50.574326	14.436028	"PISY"	"394,906772"	"acid"	"05PL.rwl"	"jiri.masek@natur.cuni.cz"	26	1843	2019	177	"Conifer"	1.77102782686551
"P000106PISY"	"06UD"	50.570809	14.432219	"PISY"	"337,69875"	"acid"	"06UD.rwl"	"jiri.masek@natur.cuni.cz"	26	1858	2019	162	"Conifer"	1.77102782686551
"P000107PISY"	"07SS"	50.574482	14.433891	"PISY"	"379,106876"	"extreme"	"07SS.rwl"	"jiri.masek@natur.cuni.cz"	26	1883	2020	138	"Conifer"	1.77102782686551
"P000108PISY"	"08JS"	50.599173	14.451654	"PISY"	"496,452498"	"acid"	"08JS.rwl"	"jiri.masek@natur.cuni.cz"	64	1877	2019	143	"Conifer"	2.89671281990285
"P000109PISY"	"09SS"	50.596338	14.447048	"PISY"	"382,539375"	"acid"	"09SS.rwl"	"jiri.masek@natur.cuni.cz"	26	1847	2019	173	"Conifer"	2.89671281990285
"P000110PISY"	"10SS"	50.572665	14.455987	"PISY"	"415"	"extreme"	"10SS.rwl"	"jiri.masek@natur.cuni.cz"	65	1785	2017	233	"Conifer"	1.72024562637011
"P000111PISY"	"11PL"	50.567282	14.458482	"PISY"	"408"	"acid"	"11PL.rwl"	"jiri.masek@natur.cuni.cz"	59	1778	2019	242	"Conifer"	1.92592622419198
"P000112PISY"	"12SS"	50.57463	14.457303	"PISY"	"413,364687"	"extreme"	"12SS.rwl"	"jiri.masek@natur.cuni.cz"	26	1856	2020	165	"Conifer"	1.92592622419198
"P000113PISY"	"13PL"	50.579373	14.453595	"PISY"	"423,416249"	"acid"	"13PL.rwl"	"jiri.masek@natur.cuni.cz"	25	1862	2019	158	"Conifer"	2.22055731227001
"P000114PISY"	"14UD"	50.58407	14.460131	"PISY"	"360,620002"	"extreme"	"14UD.rwl"	"jiri.masek@natur.cuni.cz"	35	1890	2019	130	"Conifer"	2.30335251533116
"P000115PISY"	"15JS"	50.583267	14.447297	"PISY"	"361,25"	"acid"	"15JS.rwl"	"jiri.masek@natur.cuni.cz"	26	1856	2019	164	"Conifer"	2.22055731227001
"P000116PISY"	"16JS"	50.587257	14.440833	"PISY"	"441,998745"	"acid"	"16JS.rwl"	"jiri.masek@natur.cuni.cz"	26	1855	2018	164	"Conifer"	2.64304056682934
"P000117PISY"	"17UD"	50.590041	14.454068	"PISY"	"365,336249"	"extreme"	"17UD.rwl"	"jiri.masek@natur.cuni.cz"	26	1888	2019	132	"Conifer"	2.53589268248218
"P000118PISY"	"18UD"	50.588811	14.45881	"PISY"	"361,477419"	"acid"	"18UD.rwl"	"jiri.masek@natur.cuni.cz"	26	1953	2019	67	"Conifer"	2.30335251533116
"P000119PISY"	"19JS"	50.577946	14.454158	"PISY"	"399,069064"	"acid"	"19JS.rwl"	"jiri.masek@natur.cuni.cz"	26	1860	2019	160	"Conifer"	2.22055731227001
"P000120PISY"	"20UD"	50.595737	14.452868	"PISY"	"381,664002"	"extreme"	"20UD.rwl"	"jiri.masek@natur.cuni.cz"	26	1877	2019	143	"Conifer"	2.89671281990285
"P000121PCAB"	"21JS"	49.184294	13.24032	"PCAB"	"977,465939"	"moist"	"21JS.rwl"	"jiri.masek@natur.cuni.cz"	26	1896	2019	124	"Conifer"	65.5786620848378
"P000122PCAB"	"22JS"	49.198471	13.24376	"PCAB"	"1145,460625"	"acid"	"22JS.rwl"	"jiri.masek@natur.cuni.cz"	26	1871	2020	150	"Conifer"	62.1437799118459
"P000123PCAB"	"23PL"	49.201473	13.248555	"PCAB"	"1214,185451"	"moist"	"23PL.rwl"	"jiri.masek@natur.cuni.cz"	25	1892	2020	129	"Conifer"	57.961862167865
"P000124PCAB"	"24UD"	49.22112	13.249751	"PCAB"	"1031,374683"	"acid"	"24UD.rwl"	"jiri.masek@natur.cuni.cz"	25	1788	2021	234	"Conifer"	47.3632897288352
"P000125PCAB"	"25PL"	49.215391	13.243904	"PCAB"	"1129,263881"	"moist"	"25PL.rwl"	"jiri.masek@natur.cuni.cz"	26	1893	2021	129	"Conifer"	52.7971664583435
"P000126PCAB"	"26SS"	49.211255	13.260087	"PCAB"	"1136,40767"	"moist"	"26SS.rwl"	"jiri.masek@natur.cuni.cz"	26	1841	2021	181	"Conifer"	51.8698643309871
"P000127PCAB"	"27PL"	49.186427	13.285707	"PCAB"	"1039,891996"	"acid"	"27PL.rwl"	"jiri.masek@natur.cuni.cz"	26	1886	2021	136	"Conifer"	59.8698444016278
"P000128PCAB"	"28SS"	49.193996	13.266417	"PCAB"	"1018,920001"	"acid"	"28SS.rwl"	"jiri.masek@natur.cuni.cz"	26	1915	2021	107	"Conifer"	60.6629663772633
"P000129PCAB"	"29JS"	49.178167	13.257786	"PCAB"	"1108,932186"	"acid"	"29JS.rwl"	"jiri.masek@natur.cuni.cz"	26	1892	2021	130	"Conifer"	65.8736605590582
"P000130PCAB"	"30PL"	49.183504	13.256809	"PCAB"	"1151,50291"	"acid"	"30PL.rwl"	"jiri.masek@natur.cuni.cz"	25	1897	2021	125	"Conifer"	63.8611149271826
"P000131PCAB"	"31SS"	49.206101	13.227974	"PCAB"	"930,865627"	"rich"	"31SS.rwl"	"jiri.masek@natur.cuni.cz"	23	1881	2021	141	"Conifer"	55.2506006116668
"P000132PCAB"	"32JS"	49.187113	13.271311	"PCAB"	"1050,513126"	"acid"	"32JS.rwl"	"jiri.masek@natur.cuni.cz"	24	1892	2021	130	"Conifer"	61.6727915786703
"P000133PCAB"	"33SS"	49.19193	13.286154	"PCAB"	"995,715997"	"acid"	"33SS.rwl"	"jiri.masek@natur.cuni.cz"	25	1796	2021	226	"Conifer"	59.8698444016278
"P000134PCAB"	"34SS"	49.200382	13.272748	"PCAB"	"1040,705303"	"acid"	"34SS.rwl"	"jiri.masek@natur.cuni.cz"	26	1856	2021	166	"Conifer"	58.3524488352363
"P000135PCAB"	"35UD"	49.195968	13.276581	"PCAB"	"985,949005"	"acid"	"35UD.rwl"	"jiri.masek@natur.cuni.cz"	25	1811	2021	211	"Conifer"	58.3524488352363
"P000136PCAB"	"36UD"	49.196379	13.282692	"PCAB"	"972,352259"	"acid"	"36UD.rwl"	"jiri.masek@natur.cuni.cz"	26	1827	2021	195	"Conifer"	58.3524488352363
"P000137PCAB"	"37PL"	49.203006	13.28631	"PCAB"	"1005,966251"	"acid"	"37PL.rwl"	"jiri.masek@natur.cuni.cz"	26	1927	2021	95	"Conifer"	52.6385449789464
"P000138PCAB"	"38JS"	49.211954	13.231562	"PCAB"	"978,540323"	"acid"	"38JS.rwl"	"jiri.masek@natur.cuni.cz"	25	1860	2021	162	"Conifer"	52.3101987647514
"P000139PCAB"	"39UD"	49.181807	13.292969	"PCAB"	"992,901878"	"acid"	"39UD.rwl"	"jiri.masek@natur.cuni.cz"	25	1892	2021	130	"Conifer"	61.9995853800823
"P000140PCAB"	"40UD"	49.2160037	13.2833009	"PCAB"	"800,468748"	"acid"	"40UD.rwl"	"jiri.masek@natur.cuni.cz"	26	1947	2021	75	"Conifer"	50.045490069321
"P000141PISY"	"PLU"	50.0552425	12.7760414	"PISY"	"760"	"moderate"	"PLU.rwl"	"treml@natur.cuni.cz"	41	1882	2018	137	"Conifer"	17.5233480067054
"P000142PCAB"	"OST"	49.2035828	13.1122842	"PCAB"	"1200"	"extreme"	"OST.rwl"	"cada@fld.czu.cz"	40	1689	2018	330	"Conifer"	44.5972001717488
"P000143PCAB"	"RAA"	50.0430347	13.2979329	"PCAB"	"460"	"moderate"	"RAA.rwl"	"cada@fld.czu.cz"	41	1847	2018	172	"Conifer"	-4.81923787298302
"P000144PISY"	"RAS"	50.0430845	13.297989	"PISY"	"460"	"moderate"	"RAS.rwl"	"treml@natur.cuni.cz"	49	1751	2018	268	"Conifer"	-4.81923787298302
"P000145PISY"	"BRE"	49.0485222	13.4779844	"PISY"	"1000"	"acid"	"BRE.rwl"	"cada@fld.czu.cz"	42	1872	2018	147	"Conifer"	58.4314019370079
"P000146PCAB"	"REJ"	49.1367006	13.5022608	"PCAB"	"650"	"acid"	"REJ.rwl"	"cada@fld.czu.cz"	40	1788	2018	231	"Conifer"	40.5835443757971
"P000147PISY"	"PRA"	49.3160817	13.6807514	"PISY"	"470"	"rich"	"PRA.rwl"	"treml@natur.cuni.cz"	43	1804	2019	216	"Conifer"	3.41222908368334
"P000148PCAB"	"STR"	50.8896167	14.2598	"PCAB"	"470"	"extreme"	"STR.rwl"	"cada@fld.czu.cz"	35	1868	2018	151	"Conifer"	17.8405518996219
"P000149PISY"	"DIK"	48.8905764	14.3547992	"PISY"	"480"	"extreme"	"DIK.rwl"	"treml@natur.cuni.cz"	34	1768	2019	252	"Conifer"	3.0257737065223
